identifier,final_title,part_number,date,publisher,pubplace,County1,City1,CitySection1,County2,City2,CitySection2,County3,City3,CitySection3,County4,City4,CitySection4,County5,City5,CitySection5,County6,City6,CitySection6,County7,City7,CitySection7,County8,City8,CitySection8,County9,City9,CitySection9,County10,City10,CitySection10,County11,City11,CitySection11,County12,City12,CitySection12,County13,City13,CitySection13,County14,City14,CitySection14,County15,City15,CitySection15,County16,City16,CitySection16,County17,City17,CitySection17,County18,City18,CitySection18,County19,City19,CitySection19,County20,City20,CitySection20,streets,features
00vsep29,Plan of Forward Twp,Plate 29,1900,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Monongahela City,,Allegheny County (Pa.),Elizabeth,,Allegheny County (Pa.),Forward (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monongahela ave, Shaffer ave, Wylie ave, West Newton Pike, Oxford ave, Park ave, Ninth st, Eight st, Seventh st, Fifth st, Pleasant st, Mechanic st, Township rd, Sixth st ","Cemetery, Monongahela"
01v01ind,"1st-8th, 12th & 13th Wards",Index Map,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
01v01p01,"Chateau, Manchester",Plate 1,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Manchester,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh,Chateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne st, Somerset st, Vermont st, Preble ave, Magnolia st, Market st, Laurel al, Sigel st, Chartiers st, Fulton st, Manhattan st, High st, Gladstone (Evans) (al) st, Gladstone (Evans al) st, Knox st, Newry st, Wolf al, Beaver ave, Adams st, Hoffman (Pine al) st, Margaret st, Island ave, Stanton ave, Delaware st, Warner st, Island (Strawberry ln) ave, Orbit (Orchard ln) st, Brady st, Colfax st, Bayard st, Sumner st, Scrip al, Nixon st, New Hudson (Grant) (al) st, New Hudson (Grant al) st, Washington (Island) (ln) ave ","Pittsburgh, Fort Wayne & Chicago Railway, Steps, Pittsburgh & Western Railway, Harbor Line, Ohio"
01v01p02,"Chateau, Manchester",Plate 2,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Manchester,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh,Chateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel al, Juniata st, (Lecky) Latrobe al, Preble st, Washington (Island ln) ave, Fulton st, Manhattan st, Haines al, Chartiers st, Gladstone (Evans) (al) st, Beaver ave, (Ohio) Ogden st, Sheffield st, Pennsylvania ave, Ward st, Greenwood st, Decatur st, Rush st, Locust st, Rosedale st, Lake st, Magnolia al, Market st, Franklin st, Stewart st ","Pittsburgh & Cleveland Railroad, Pittsburgh & Western Railway, Harbor Line, Ohio"
01v01p03,"Chateau, Manchester",Plate 3,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Manchester,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh,Chateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frazier st, Salma al, Belmont ave, Beaver st, Kentucky (Central st) ave, Fulton st, Manhattan st, Chartiers st, Evans al, Mulberry st, Laurel st, Market st, Magnolia st, Preble ave, Fayette st, Miller (Joint) (al) st, Ridge ave, Greenwood st, Spruce st, Sheffield st, Hamlin st, Page st, Manilla al, Hopkins st, Western ave, Rebecca ave, Carson st, Faulkner st, Lincoln ave ","Harbor Line, Pittsburgh & Western Rail Way, Ohio"
01v01p04,"California-Kirkbride, Manchester",Plate 4,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Manchester,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh,California-Kirkbride,Allegheny,Pittsburgh,Perry South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamont al, Relief al, A st, B st, Raspberry al, Taggart st, Henry st, Logan (al) st, Logan (Peach al) st, Brighton pl, Irwin ave, Oakland (Dover Hill) st, St Clair (D) st, St Marks (C) pl (st), Brighton rd, Farris st, Melrose (Gallagher) st, Kirkpatrick (Ford st) ave, Fremont (al) st, Myrtle st, Washington ave, Nevada (Nixon) st, Somerset st, Sumner st, Colfax st, Kirkpatrick ave, Sigel st, Sarah st, Sweeny al, Sweeny st, California ave, Adams st, Warner st, Dill st, Margaret st, (Strawberry) (ln) Island ave, Charles st, Sedgwick st, Wolf al, Fulton st, Morrison ave, Kirkpatrick al, Winifred st ","Steps, Uniondale Cemetery, Pittsburgh, Fort Wayne & Chicago Railway, Incline Plane, Steps, Steps,"
01v01p05,"California-Kirkbride, Manchester",Plate 5,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Manchester,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh,California-Kirkbride,Allegheny,Pittsburgh,Central North Side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCauslin (McDonald) st, Sedgwick st, Grant st, Frazier st, Bidwell st, Allegheny ave, Jackson st, Fremont st, Irwin ave, Allegheny ave Extension, Beymer st, Marquis (al) st, Fulton st, Ward st, Filmore (Franklin) st, Lake st, Braddock st, Washington ave, Juniata st, Rush st, Franklin st, Decatur st, Oak al, Pennsylvania ave, Sheffield st, Cabinet st, Locust st, Stewart st ","Pittsburgh, Fort Wayne & Chicago Railway,"
01v01p06,"Allegheny West, Manchester, Chateau",Plate 6,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Manchester,Allegheny County (Pa.),Pittsburgh,Manchester,Allegheny County (Pa.),Pittsburgh,Allegheny West,Allegheny,Pittsburgh,Central North Side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chapel al, Frazier st, Bidwell st, Reed st, Allegheny ave, Grant ave, Rope al, Paxton (Pine) al, North ave West, Lincoln ave, Juno (Daisy) al, Rope (Gas) al, Baliff al, Irwin ave, Barnes al, Manilla al, Douglass (Pasture) (al) pl, Sheffield st, Hamlin st, Cabinet st, Abdell st, Western ave, Ridge st, Braddock st, Bouquet st, Buttercup al, Beech st, Fayette st ","Pittsburgh, Fort Wayne & Chicago Railway,"
01v01p07,"Chateau, Manchester",Plate 7,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Manchester,Allegheny County (Pa.),Pittsburgh,Chateau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cypress al, Frazier st, Ridge ave, Dilworth al, Rebecca st, South ave, Lighthill st, Belmont ave, Chartiers st, Sproat al ","Pittsburgh & Western Rail Way, Harbor Line, Ohio"
01v01p08,"Chateau, Manchester, North Shore, Allegheny West",Plate 8,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Manchester,Allegheny County (Pa.),Pittsburgh,Chateau,Allegheny County (Pa.),Pittsburgh,Allegheny West,Allegheny,Pittsburgh,North Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"English al, Sproat al, Walker st, Allegheny ave, Patterson al, Sturgeon st, Frazier st, Grant ave, Rebecca st, Denny st, Borland al, Snowdon st, South ave, Ridge ave, Shields st, Brown st, Park st, Thomas st, Caroline st, Harding st, Bowen st, Windsor st, Rodgers (Stevens al) st, Irwin ave, St Clair st ","Harbor Line, Pittsburgh & Western Railway, Steps, Union Bridge, Ohio"
01v01p09,"Observatory, Perry South",Plate 9,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Observatory,Allegheny County (Pa.),Pittsburgh,Perry South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista st, Wilson ave, Linden ave, Division st, Perrysville Plank rd, (Gallagher) Melrose (st) ave, Overlook st, Yale st, Jefferson st, Irwin ave, Federal ln, O'Hern st, Lithgow ave, Terrace ave, Rolla st, Garrison st, Norman st, McClintock ave, Drum st, Harrison st, Ridgewood ave, Brighton pl, Clifton st, Clayton ave, Crafton st, Observatory ave, University ave, (Vine) Hancock st, Eshelman st ","Steps, Ward Line (Old City Line), Steps, Steps, "
01v01p10,Central Northside,Plate 10,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Central North Side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey st, Winters st, Sherman (Webster st) ave, Pryer al, Rampage al, (Shields) Saturn al, Lane al, Monterey extension, Arlington (Ackley st) ave, East Jefferson st, Slope al, Columbia way, Creighton (Lindsay) al, Fisk (Franklin al) st, Resaca pl, (Strichlers) Wood st (al), Mifflin (Morgan) al, Campbell st, W Pearl st, North (Shannapin st) ave West, Ellsworth (Benton) al, Dawson (Davis) st, Private al, Race st, Federal st, Garfield st, Lecky al, Perrysville ave, Friendship al, Buena Vista st, Columbia pl, Drovers al, Irwin ave, Graham al, Barnet al, Taylor ave, Sampson st, Jackson st, Blair al, Alpine ave, Palo Alto st, Pump al, Ehlers al, McKain al, Veto st, Carroll st, Day al, Spring al, Roberts st, W Jefferson st, Arch st, O'Hern st ","Pittsburgh, Ft. Wayne & Chicago Railroad, Steps,"
01v01p11,Allegheny Center,Plate 11,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Allegheny Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman ave, Morton st, Arch st, Burgess al, Marbury (Marshall) st, Federal st, Montgomery ave West, N Diamond st, Marion ave, Knox al, W Diamond st, Erie st, S Diamond st, Bank st, North ave, Ohio st, Mulvey al, Ridge ave, Park way, Sample al, Irwin ave ","Park, Pittsburgh, Fort Wayne & Chicago Railway, North Park, Diamond Park, Fountain,"
01v01p12,"Allegheny Center, North Shore",Plate 12,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Allegheny Center,Allegheny County (Pa.),Pittsburgh,North Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Excelsior al, School st, Berm al, Charles ct, Coleman st, W Diamond st, Stockton st, Corry st, Hope al, Craig st, Darrah st, Bird al, Marburg (Marshall) st, Federal st, Balkam st, Rebecca st, Cliff st, Park way, Arch st, Lacock st, Ann st, South ave, Sherman ave, Kilbuck st, Irwin ave, Stevens al, Bank st, Marion ave, Robinson st, Martin st ","Harbor Line, Park, Bridge, Pittsburgh & Western Railway, Park, Pittsburgh, Fort Wayne & Chicago Railway, Allegheny River"
01v01p13,"Allegheny Center, North Shore",Plate 13,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Allegheny Center,Allegheny County (Pa.),Pittsburgh,North Shore,Allegheny,Pittsburgh,East Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goodrich st, Grantham st, Cedar ave, Burke al, Morgan st, Union ave, Factory al, Hope st, Anderson st, Hickory al, Voeghtly st, Madison ave, Sandusky ave, Post (Perry) al, Arbuckle al, Bell al, Rampart (Race) al, Park way, Nelson (North) st, Lacock st, Birn al, Scott (Gray) (al) st, Fountain st, Church ave, Liberty st, Washington st, Penn st, Stoddart al, Carlisle al, Robinson st East, Vine al, E Diamond st, Federal st, Isabella st, Cairo (Centre) al, Rose al, River ave, Short al ","Sewer, Western Pennsylvania Railroad, Pittsburgh, Fort Wayne and Chicago Railway, Lower Harbor Line, East Park, Pittsburgh & Western Railway, 9th st Bridge, Bridge, Harbor Line, 7th st Bridge, Allegheny River"
01v01p14,"Allegheny Center, East Allegheny",Plate 14,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Allegheny Center,Allegheny County (Pa.),Pittsburgh,East Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S Diamond st East, Avery st, N Diamond st East, Shawnee (2nd) (al) st, Erie st, Montgomery ave East, Park way, Liberty st, Hemp al, East Ohio st, First st, First al, Second st, Third st, North ave, Tower (3rd al) st, Virgin al ","North Park, East Park, "
01v01p15,"Central Northside, Fineview, East Allegheny",Plate 15,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Central North Side,Allegheny County (Pa.),Pittsburgh,East Allegheny,Allegheny,Pittsburgh,Fineview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East st, Hemlock al, Pannier st, Hasley st, Hays al, Pilot al, Jucunda st, Ashford st, Heath (High) proposed st, Parkway ave, Dunloe (Steep st) ave, Howard st, Blaine al, Carrie st, Marie pl, Magee st, Palmer al, Federal st proposed, Loraine (White Oak al) st, Steels al, Hecla st, Orchard al, Regina (Raspberry) al, Mound al, Springfield (Spring) st, Henderson st, Compromise st, Chislett al, Fairmount st, Warren st, Jay st, Rogers st, Middle st, Hemlock st, Pearl st, McBrier al, North ave, Tate al, Knoll st, Federal st, Hazlip al, Boyle st, Blind al, Lee st, Balph al, Quarry al, Sam st, Robert st, James st, Sandusky st, Poplar st, Shears al, Esplanade st, Linden st ","Steps, Steps, Steps, Nunnery Hill Incline Plane, Steps,"
01v01p16,"Observatory, Fineview",Plate 16,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Observatory,Allegheny County (Pa.),Pittsburgh,Fineview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon ter, Federal ln, Geneva st, Howard st, Warren st, Spring ave, Compromise st, Plum st, East st, Federal st (proposed), Toboggan st, (Elm) st, (Elm) Elmira st, Sentinel (School) al, Hargnett al, Kline al, Pitt st, Briggs (Maple) ave, Denham (Fairview) ave, Meade (Willis) st, Parker ave, Ferguson ave, Wigwam st, Rising Main st, Sandusky st, Ella st, Fineview ave, McNaugher ave, Lafayette (Linden) ave, Pipe st, Elm st, Morris st, Bell ave, Cemetery ave, Clyde st, Maripoo (Maple) ave, Lawrence ave, Sidney st, Parkview ave, Lanark st, Osgood st, Maple ave, Lombard st, Hays al, Carrie st ","Nunnery Hill Incline Plane, Steps, Steps, West Line of Federal st Extension, East Line of Federal st Extension, (Old City Line) Ward Line, St. Mary's Cemetery,"
01v01p17,Spring Hill-City View,Plate 17,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Spring Hill-City View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kamme al, Wessel al, Hunnel st, Venango (Vine) st, Robinson rd, Rhine st, Long ln, Raymond (Stack) st (al), Loreda (Locust) st, Solar (Spring) st, Hoelman (Hunnel) st, Royal st, Woessner ave, Haslage al, Yetta ave, Buente st, Itin st, Steine st, Hill st, Raymond st, East st, Erk al, Lilian ave, Haslage ave ","Steps, Ward Line, Steps, Steps, Old City Line, German Lutheran Evangelical Cemetery, Steps, "
01v01p18,Spring Hill-City View,Plate 18,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Spring Hill-City View,Allegheny County (Pa.),Pittsburgh,East Allegheny,Allegheny,Pittsburgh,Spring Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vista st, Mill st, Ludwig st, Bluff st, Callen st, Goehring st, Vine st, Radner st, Wright st, Gerst al, Raymond st, East st, Chestnut st, Quebec (Quarry) st, Madison ave, Long ln, Kaiser (Klopfer) st, Lilian ave, Hunnel st, High st, Spring Garden ave, Vista st, Itin st, Haslage st, Albert al, Fritz al ","Steps, Steps, Steps, Steps, Steps, "
01v01p19,"East Allegheny, Spring Garden, Troy Hill",Plate 19,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,East Allegheny,Allegheny,Pittsburgh,Spring Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unity al, Bohemian al, Palmer al, Red Oak al, Chestnut st, Point st, Basin st, Eagle al, O'Hara st, 3rd st, Queen st, Turner al, Congress (Centre) st, Prospect st, Unity (Church) al, Rickenbach st, Wooster (William) st, Arcola (Hill) st, Mobile (Modoc) st, Pike st, Spring Garden ave, Villa st, Vista st, Concord st, North ave, Blossom al, Long al, Troy Hill rd, Perry st, Madison ave, Ohio st, Brabec st, Summit st, Vinial st, Virgin al, East st, Gerst al, Green st, Water al ","Steps, Steps, Steps, "
01v01p20,"North Shore, East  Allegheny, Troy Hill",Plate 20,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,East Allegheny,Allegheny,Pittsburgh,North Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry st, Virgin al, Liberty st, N Canal st, S Canal st, Carpenter al, Main st, Saw Mill al, River ave, Ohio st, Walnut st, Chestnut st, Back al, Beech al, Vine al, Converge al, Browns al, Garnet (Garden) al, Lawn al, Upland (Union) al, Madison ave, Sycamore st ","Northern Liberties Bridge, Pittsburgh & Western Railroad, Harbor Line, Western Pennsylvania Railroad, Allegheny River"
01v01p21,"Spring Garden, Troy Hill",Plate 21,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,Spring Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton st, Water al, River ave, Saw Mill al, Main st, Carpenter al, Ohio st, Pine st, Lowry st, Lumberman al, Troy Hill rd, Buchanan st, Angle st, Tell st, Villa st, Hoff st, Downing st, Adrian st, Riverside al, Valentine st, Tripod (Fremont) st, Herman (Hill) al, Shiloh (Short) st, Upland (Union) al, Overhill st, Herman st, Gardner st, Kilkenbeck st, Tanner st, Basin st, McFadden st, Water al, Spring Garden st, Return st ","Pittsburgh & Western Railroad, Western Pennsylvania Railroad, City Reservoir, Fountain, Harbor Line, Steps, Steps, Allegheny River"
01v01p22,"Spring Garden, Spring Hill-City View, Troy Hill",Plate 22,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,Spring Garden,Allegheny,Pittsburgh,Spring Hill-City View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba st, Homer (Humboldt) st, Tinsbury st, Wickline's ln, Victoria (Valley) st, Savina st, Seidle st, Angle (Filbert) st, Robinson rd, Itin st, Iona st, Diana st, Hill st, Arcola (Hill) st, Downing st, Ives al, Homer st, Hetzel st, Rhine st, Clark st, High st, Gardner st, Troy al, Lager st, Spring Garden ave, Hamilton st, Hazel st, Cowley st, Overhill st, Forest st ","City Line, City Line, Steps, Steps, Steps, "
01v01p23,"Herr's Island, Troy Hill",Plate 23,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Herr's Island,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,Herr's Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowry st, Branch st, Forest st, Tinsbury st, Hamilton st, Troy al, Ohio st, River ave, Overhill st, Clark st, Riverside al, Hazel st ","Bridge, Pittsburgh & Western Rail Way, Harbor Line, Harbor Line, Herr's Island, Western Pennsylvania Railroad, Troy Hill Incline Plane, Allegheny River"
01v01p24,"Herr's Island, Troy Hill",Plate 24,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Herr's Island,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,Herr's Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fleck st, Lookout st, Croft st, Verona (Vine) st, Lowry's ln, Eggers st, Lautner st, Hechelman st, Ohio st, Lofink st, Niggel st, Forest st, Wickline's ln, Sassafras ln, Ravine st, Elbow st, Branch st, Roessler st, Lowry st, Gang ave, Straubs ln, Ley st, Cowley st ","City Line, Western Pennsylvania Railroad, Bridge, Pittsburgh & Western Rail Way, Steps, Steps, Steps, Troy Hill Incline Plane, German United Evangelical Protestant Church Cemetery, Pittsburgh Junction Railroad Bridge, ""Washington Park"", City Line, Allegheny River"
01v01p25,Herr's Island,Plate 25,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Herr's Island,Allegheny County (Pa.),Pittsburgh,Herr's Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jaleppa (James) st, Hugh (Franklin) st, Bridge st, Herr st, River ave, Sand st ","Harbor Line, Herr's Island, Pittsburgh & Western Rail Way, Harbor Line, Harbor Line, Harbor Line, Harbor Line, Harbor Line, Pittsburgh & Western Rail Way, City Line, 30th st Bridge, Junction Railroad Switch, Junction Railroad Switch, 30th st Bridge, Herr's Is"
01v01p26,Water System,Plate 26,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"Allegheny, Ohio"
01v01p27,Sewer System,Plate 27,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"Allegheny, Ohio"
02v02ind,"9th-11th, 14th & 15th Wards",Index Map,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
02v02p01,Marshall-Shadeland,Plate 1,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,Allegheny County (Pa.),Pittsburgh,Marshall-Shadeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashton st, McCook st, Mohawk st, Iowa al, Ross al, Randolph st (Superior) (vacated), West Market st, Cowan (Ann) st, Reserve, Colorado st, California ave, Halsey pl, Oregon al, Home st, Ferry ln, Thompson st, Superior ave, Woodhouse st, Bartlett st, Preble ave, Island (Strawberry ln) ave, Marshall ave, Arizona al, Gifford st, Said st, Woodland ave ","Pittsburgh, Fort Wayne and Chicago Railway, Ohio Connecting Railroad, Bridge, Harbor Line, Viaduct, Pittsburgh & Western Railway, Cleveland and Pittsburgh Railroad, Viaduct, Ohio River"
